review_rank,growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations,candidate_latitude,candidate_longitude,estimated_population_2025_cell,coverage_gap_pct,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,opportunity_score,confidence_score,confidence_level,cell_recommendation,cell_market_anchor_name,cell_market_anchor_address,candidate_label,sanity_flags,sanity_status,sanity_penalty,sanity_adjusted_score,candidate_type,required_next_checks
85,87,GROW-148,6,7633.09,75.09,73.47,24.643329,55.682887,,,8743ae88dffffff,8743ae88dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.6,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.637749318949563,55.69809284764462,1618.01,100.0,Al Ain,45.871,0,0,75.09,70,MEDIUM,GROW,,,"Search area near 24.6377, 55.6981",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.6,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
86,88,GROW-011,1,1487.56,74.59,74.59,23.872723,53.840776,,,8743a0598ffffff,8743a0598ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.59,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.872722773910684,53.84077625641669,1487.56,100.0,Al Dhafra Branch,30.106,0,0,74.59,70,MEDIUM,GROW,,,"Search area near 23.8727, 53.8408",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.59,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
87,89,GROW-168,3,3391.5,75.5,72.23,24.049245,52.438304,,,87534d376ffffff,87534d376ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.52,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.04557265988956,52.45298434430278,1740.04,100.0,Al Dhafra Branch,136.412,0,0,75.5,70,MEDIUM,GROW,,,"Search area near 24.0456, 52.4530",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.52,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
88,90,GROW-150,3,3708.09,74.94,73.18,24.899536,55.612942,,,8743ae941ffffff,8743ae941ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.41,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.898425432844498,55.61114431518656,1573.65,100.0,Nad Al Sheba,37.881,0,0,74.94,70,MEDIUM,GROW,,,"Search area near 24.8984, 55.6111",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.41,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
89,91,GROW-164,1,1440.14,74.41,74.41,23.087359,53.762346,,,8743b5349ffffff,8743b5349ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.41,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.08735930338821,53.762346491719256,1440.14,100.0,Al Dhafra Branch,60.324,0,0,74.41,70,MEDIUM,GROW,,,"Search area near 23.0874, 53.7623",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.41,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
90,92,GROW-053,4,4518.1,75.18,72.51,23.060082,54.089837,,,8743a2420ffffff,8743a2420ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.38,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.05863363269208,54.06430405506136,1632.62,100.0,Al Dhafra Branch,72.713,0,0,75.18,70,MEDIUM,GROW,,,"Search area near 23.0586, 54.0643",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.38,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
91,93,GROW-036,2,2387.41,75.15,72.59,24.413528,54.869293,,,8743a148effffff,8743a148effffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.38,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.409904857338844,54.863523810259885,1628.51,100.0,Al Falah,13.062,0,0,75.15,70,MEDIUM,GROW,,,"Search area near 24.4099, 54.8635",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.38,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
92,94,GROW-143,1,1416.26,74.33,74.33,25.191285,56.013395,,,8743ac7a9ffffff,8743ac7a9ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.33,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.1912851182064,56.0133953720085,1416.26,100.0,Al Taif Mall,32.376,0,0,74.33,70,MEDIUM,GROW,,,"Search area near 25.1913, 56.0134",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.33,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
93,96,GROW-020,2,2391.31,74.9,72.73,24.910213,54.919248,,,8743a100effffff,8743a100effffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.25,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.913207220640405,54.91165972829918,1569.77,100.0,Jumeirah Park,29.21,0,0,74.9,70,MEDIUM,GROW,,,"Search area near 24.9132, 54.9117",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.25,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
94,95,GROW-095,3,3919.9,74.47,73.73,23.771908,53.555727,,,8743a62aaffffff,8743a62aaffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.25,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.781700432929807,53.56007046107947,1443.76,100.0,Al Dhafra Branch,23.192,0,0,74.47,70,MEDIUM,GROW,,,"Search area near 23.7817, 53.5601",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.25,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
95,97,GROW-139,1,1401.44,74.24,74.24,25.194968,56.240295,,,8743ac6e1ffffff,8743ac6e1ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.24,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.194967839348045,56.24029467787663,1401.44,100.0,Al Taif Mall,11.929,0,0,74.24,70,MEDIUM,GROW,,,"Search area near 25.1950, 56.2403",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.24,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
96,98,GROW-059,3,3342.89,75.02,72.38,22.920538,53.969381,,,8743a25b3ffffff,8743a25b3ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.23,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",22.92201579269985,53.95358394725761,1596.5,100.0,Al Dhafra Branch,82.23,0,0,75.02,70,MEDIUM,GROW,,,"Search area near 22.9220, 53.9536",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.23,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
97,99,GROW-152,1,1376.14,74.13,74.13,24.91609,55.566949,,,8743ae963ffffff,8743ae963ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.13,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.916089582860064,55.56694890854375,1376.14,100.0,Nad Al Sheba,33.584,0,0,74.13,70,MEDIUM,GROW,,,"Search area near 24.9161, 55.5669",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.13,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
98,100,GROW-083,2,4635.91,74.21,73.73,24.264634,54.715001,,,8743a3953ffffff,8743a3953ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.07,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.26732557090759,54.708193718680405,3192.74,86.19,Baniyas,8.298,0,0,74.21,70,MEDIUM,GROW,,,"Search area near 24.2673, 54.7082",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,66.07,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
99,101,GROW-127,2,2316.76,74.4,72.75,25.13954,55.746085,,,8743ac40dffffff,8743ac40dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.9,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.14390509176188,55.75315668964538,1436.48,100.0,Mirdif 35,33.685,0,0,74.4,70,MEDIUM,GROW,,,"Search area near 25.1439, 55.7532",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.9,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
100,102,GROW-145,1,1331.1,73.89,73.89,24.21524,55.955096,,,8743ae462ffffff,8743ae462ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.89,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.215239528793266,55.95509595911573,1331.1,100.0,Al Ain,29.954,0,0,73.89,70,MEDIUM,GROW,,,"Search area near 24.2152, 55.9551",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.89,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
101,103,GROW-051,1,1328.81,73.88,73.88,23.279614,54.238312,,,8743a20abffffff,8743a20abffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.88,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.279614219346392,54.23831231788289,1328.81,100.0,Al Dhafra Branch,66.034,0,0,73.88,70,MEDIUM,GROW,,,"Search area near 23.2796, 54.2383",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.88,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
102,104,GROW-165,4,4446.94,74.43,72.33,23.106906,53.597601,,,8743b5acaffffff,8743b5acaffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.8,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.115475369205328,53.59878274176687,1440.71,100.0,Al Dhafra Branch,58.199,0,0,74.43,70,MEDIUM,GROW,,,"Search area near 23.1155, 53.5988",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.8,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
103,105,GROW-065,3,4929.56,73.99,73.33,23.547984,53.762276,,,8743a299dffffff,8743a299dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.79,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.536521885647826,53.76968640304824,1345.42,100.0,Al Dhafra Branch,11.647,0,0,73.99,70,MEDIUM,GROW,,,"Search area near 23.5365, 53.7697",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.79,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
104,106,GROW-047,3,3144.65,74.52,71.96,24.586533,55.417128,,,8743a16ceffffff,8743a16ceffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.75,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.58811376929898,55.40044676171748,1471.65,100.0,Al Ain,48.019,0,0,74.52,70,MEDIUM,GROW,,,"Search area near 24.5881, 55.4004",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.75,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
105,107,GROW-129,1,1307.6,73.74,73.74,24.955674,55.703779,,,8743ac486ffffff,8743ac486ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.74,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.95567379518572,55.70377867158162,1307.6,100.0,Nad Al Sheba,40.577,0,0,73.74,70,MEDIUM,GROW,,,"Search area near 24.9557, 55.7038",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.74,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
106,109,GROW-094,1,1291.57,73.66,73.66,25.145044,52.868317,,,8743a4b18ffffff,8743a4b18ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.66,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.145044087586736,52.86831696860668,1291.57,100.0,Khaleej Al Arabi,168.235,0,0,73.66,70,MEDIUM,GROW,,,"Search area near 25.1450, 52.8683",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.66,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
107,110,GROW-057,2,2487.67,73.53,73.38,23.090858,54.028437,,,8743a250bffffff,8743a250bffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.48,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.0867164045424,54.038931242142034,1271.12,100.0,Al Dhafra Branch,68.722,0,0,73.53,70,MEDIUM,GROW,,,"Search area near 23.0867, 54.0389",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.48,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
108,112,GROW-068,2,2350.49,73.61,72.94,24.005343,55.433117,,,8743a3233ffffff,8743a3233ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.41,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.00025563416293,55.42489295206359,1288.5,100.0,Al Ain,34.687,0,0,73.61,70,MEDIUM,GROW,,,"Search area near 24.0003, 55.4249",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.41,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
109,113,GROW-077,5,4931.93,74.06,71.69,24.103606,55.390281,,,8743a3309ffffff,8743a3309ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.35,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.10913808908363,55.38507279125065,1356.62,100.0,Al Ain,30.8,0,0,74.06,70,MEDIUM,GROW,,,"Search area near 24.1091, 55.3851",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.35,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
110,114,GROW-113,1,1226.19,73.3,73.3,24.970659,56.277847,,,8743a8d15ffffff,8743a8d15ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.3,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.9706591243572,56.27784662405036,1226.19,100.0,Al Taif Mall,17.31,0,0,73.3,70,MEDIUM,GROW,,,"Search area near 24.9707, 56.2778",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,65.3,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
